"","period","선호_성별_검색추이","성별","카테고리명","검색기기","년도","월"
"527","2019-09-01",79.31968,"f","화장품_미용","모바일","2019","9"
"528","2019-09-01",84.81356,"f","화장품_미용","인터넷","2019","9"
"529","2019-10-01",65.44644,"f","가구_인테리어","모바일","2019","10"
"530","2019-10-01",73.37815,"m","가구_인테리어","인터넷","2019","10"
"531","2019-10-01",62.08692,"f","디지털_가전","모바일","2019","10"
"532","2019-10-01",67.11167,"m","디지털_가전","인터넷","2019","10"
"533","2019-10-01",68.71807,"m","생활_건강","모바일","2019","10"
"534","2019-10-01",92.08317,"m","생활_건강","인터넷","2019","10"
"535","2019-10-01",72.90106,"m","스포츠_레져","모바일","2019","10"
"536","2019-10-01",75.05762,"m","스포츠_레져","인터넷","2019","10"
"537","2019-10-01",57.73662,"f","식품","모바일","2019","10"
"538","2019-10-01",65.47708,"m","식품","인터넷","2019","10"
"539","2019-10-01",80.26138,"f","출산_육아","모바일","2019","10"
"540","2019-10-01",83.61362,"f","출산_육아","인터넷","2019","10"
"541","2019-10-01",85.36187,"f","패션잡화","모바일","2019","10"
"542","2019-10-01",81.70976,"m","패션잡화","인터넷","2019","10"
"543","2019-10-01",83.50556,"f","화장품_미용","모바일","2019","10"
"544","2019-10-01",93.65964,"f","화장품_미용","인터넷","2019","10"
"545","2019-11-01",65.55587,"f","가구_인테리어","모바일","2019","11"
"546","2019-11-01",72.7504,"m","가구_인테리어","인터넷","2019","11"
"547","2019-11-01",64.88664,"f","디지털_가전","모바일","2019","11"
"548","2019-11-01",68.23026,"m","디지털_가전","인터넷","2019","11"
"549","2019-11-01",67.44775,"m","생활_건강","모바일","2019","11"
"550","2019-11-01",86.04993,"m","생활_건강","인터넷","2019","11"
"551","2019-11-01",71.03139,"m","스포츠_레져","모바일","2019","11"
"552","2019-11-01",69.87451,"m","스포츠_레져","인터넷","2019","11"
"553","2019-11-01",56.44637,"f","식품","모바일","2019","11"
"554","2019-11-01",65.51099,"m","식품","인터넷","2019","11"
"555","2019-11-01",87.39175,"f","출산_육아","모바일","2019","11"
"556","2019-11-01",90.5339,"f","출산_육아","인터넷","2019","11"
"557","2019-11-01",85.06802,"f","패션잡화","모바일","2019","11"
"558","2019-11-01",82.78421,"m","패션잡화","인터넷","2019","11"
"559","2019-11-01",84.02024,"f","화장품_미용","모바일","2019","11"
"560","2019-11-01",93.92919,"f","화장품_미용","인터넷","2019","11"
"561","2019-12-01",65.06011,"f","가구_인테리어","모바일","2019","12"
"562","2019-12-01",70.68664,"m","가구_인테리어","인터넷","2019","12"
"563","2019-12-01",63.35422,"f","디지털_가전","모바일","2019","12"
"564","2019-12-01",65.79218,"m","디지털_가전","인터넷","2019","12"
"565","2019-12-01",68.25116,"m","생활_건강","모바일","2019","12"
"566","2019-12-01",81.95921,"m","생활_건강","인터넷","2019","12"
"567","2019-12-01",58.34066,"m","스포츠_레져","모바일","2019","12"
"568","2019-12-01",56.68263,"m","스포츠_레져","인터넷","2019","12"
"569","2019-12-01",57.10617,"f","식품","모바일","2019","12"
"570","2019-12-01",63.48863,"m","식품","인터넷","2019","12"
"571","2019-12-01",92.10484,"f","출산_육아","모바일","2019","12"
"572","2019-12-01",86.80313,"f","출산_육아","인터넷","2019","12"
"573","2019-12-01",86.8454,"f","패션잡화","모바일","2019","12"
"574","2019-12-01",81.28824,"m","패션잡화","인터넷","2019","12"
"575","2019-12-01",89.82716,"f","화장품_미용","모바일","2019","12"
"576","2019-12-01",88.69881,"f","화장품_미용","인터넷","2019","12"
"577","2020-01-01",61.64626,"f","가구_인테리어","모바일","2020","1"
"578","2020-01-01",66.4937,"m","가구_인테리어","인터넷","2020","1"
"579","2020-01-01",64.28894,"f","디지털_가전","모바일","2020","1"
"580","2020-01-01",64.99175,"m","디지털_가전","인터넷","2020","1"
"581","2020-01-01",66.79204,"m","생활_건강","모바일","2020","1"
"582","2020-01-01",79.41659,"m","생활_건강","인터넷","2020","1"
"583","2020-01-01",48.03465,"m","스포츠_레져","모바일","2020","1"
"584","2020-01-01",45.73273,"m","스포츠_레져","인터넷","2020","1"
"585","2020-01-01",66.39504,"f","식품","모바일","2020","1"
"586","2020-01-01",68.70653,"m","식품","인터넷","2020","1"
"587","2020-01-01",71.70249,"f","출산_육아","모바일","2020","1"
"588","2020-01-01",61.61801,"f","출산_육아","인터넷","2020","1"
"589","2020-01-01",81.77833,"f","패션잡화","모바일","2020","1"
"590","2020-01-01",73.68137,"m","패션잡화","인터넷","2020","1"
"591","2020-01-01",98.16208,"f","화장품_미용","모바일","2020","1"
"592","2020-01-01",87.80435,"f","화장품_미용","인터넷","2020","1"
"593","2020-02-01",73.16502,"f","가구_인테리어","모바일","2020","2"
"594","2020-02-01",74.58802,"m","가구_인테리어","인터넷","2020","2"
"595","2020-02-01",72.52571,"f","디지털_가전","모바일","2020","2"
"596","2020-02-01",68.94814,"m","디지털_가전","인터넷","2020","2"
"597","2020-02-01",67.18835,"m","생활_건강","모바일","2020","2"
"598","2020-02-01",73.07746,"m","생활_건강","인터넷","2020","2"
"599","2020-02-01",48.38632,"m","스포츠_레져","모바일","2020","2"
"600","2020-02-01",49.0136,"m","스포츠_레져","인터넷","2020","2"
"601","2020-02-01",75.30169,"f","식품","모바일","2020","2"
"602","2020-02-01",71.25162,"m","식품","인터넷","2020","2"
"603","2020-02-01",11.61302,"f","여가_생활편의","모바일","2020","2"
"604","2020-02-01",12.28199,"m","여가_생활편의","인터넷","2020","2"
"605","2020-02-01",83.03179,"f","출산_육아","모바일","2020","2"
"606","2020-02-01",78.10856,"f","출산_육아","인터넷","2020","2"
"607","2020-02-01",84.70632,"f","패션잡화","모바일","2020","2"
"608","2020-02-01",76.59158,"m","패션잡화","인터넷","2020","2"
"609","2020-02-01",99.3648,"f","화장품_미용","모바일","2020","2"
"610","2020-02-01",95.59376,"f","화장품_미용","인터넷","2020","2"
"611","2020-03-01",94.10751,"f","가구_인테리어","모바일","2020","3"
"612","2020-03-01",90.20947,"m","가구_인테리어","인터넷","2020","3"
"613","2020-03-01",92.52141,"f","디지털_가전","모바일","2020","3"
"614","2020-03-01",82.56838,"m","디지털_가전","인터넷","2020","3"
"615","2020-03-01",82.06755,"m","생활_건강","모바일","2020","3"
"616","2020-03-01",87.14187,"m","생활_건강","인터넷","2020","3"
"617","2020-03-01",66.14358,"m","스포츠_레져","모바일","2020","3"
"618","2020-03-01",66.72839,"m","스포츠_레져","인터넷","2020","3"
"619","2020-03-01",94.73661,"f","식품","모바일","2020","3"
"620","2020-03-01",87.13632,"m","식품","인터넷","2020","3"
"621","2020-03-01",32.98014,"f","여가_생활편의","모바일","2020","3"
"622","2020-03-01",30.71522,"m","여가_생활편의","인터넷","2020","3"
"623","2020-03-01",90.29676,"f","출산_육아","모바일","2020","3"
"624","2020-03-01",87.13034,"f","출산_육아","인터넷","2020","3"
"625","2020-03-01",89.63609,"f","패션잡화","모바일","2020","3"
"626","2020-03-01",83.7016,"m","패션잡화","인터넷","2020","3"
"627","2020-03-01",100,"f","화장품_미용","모바일","2020","3"
"628","2020-03-01",99.88288,"f","화장품_미용","인터넷","2020","3"
"629","2020-04-01",88.10588,"f","가구_인테리어","모바일","2020","4"
"630","2020-04-01",91.36622,"m","가구_인테리어","인터넷","2020","4"
"631","2020-04-01",86.4383,"f","디지털_가전","모바일","2020","4"
"632","2020-04-01",82.20979,"m","디지털_가전","인터넷","2020","4"
"633","2020-04-01",88.16396,"m","생활_건강","모바일","2020","4"
"634","2020-04-01",93.9333,"m","생활_건강","인터넷","2020","4"
"635","2020-04-01",82.95002,"m","스포츠_레져","모바일","2020","4"
"636","2020-04-01",86.91116,"m","스포츠_레져","인터넷","2020","4"
"637","2020-04-01",84.51852,"f","식품","모바일","2020","4"
"638","2020-04-01",84.48966,"m","식품","인터넷","2020","4"
"639","2020-04-01",42.24157,"f","여가_생활편의","모바일","2020","4"
"640","2020-04-01",45.12577,"m","여가_생활편의","인터넷","2020","4"
"641","2020-04-01",85.99759,"f","출산_육아","모바일","2020","4"
"642","2020-04-01",87.20601,"f","출산_육아","인터넷","2020","4"
"643","2020-04-01",87.5107,"f","패션잡화","모바일","2020","4"
"644","2020-04-01",91.11578,"m","패션잡화","인터넷","2020","4"
"645","2020-04-01",89.95054,"f","화장품_미용","모바일","2020","4"
"646","2020-04-01",95.00846,"f","화장품_미용","인터넷","2020","4"
"647","2020-05-01",84.25381,"f","가구_인테리어","모바일","2020","5"
"648","2020-05-01",89.18261,"m","가구_인테리어","인터넷","2020","5"
"649","2020-05-01",84.32912,"f","디지털_가전","모바일","2020","5"
"650","2020-05-01",79.21555,"m","디지털_가전","인터넷","2020","5"
"651","2020-05-01",94.89685,"m","생활_건강","모바일","2020","5"
"652","2020-05-01",96.26391,"m","생활_건강","인터넷","2020","5"
"653","2020-05-01",97.49421,"m","스포츠_레져","모바일","2020","5"
"654","2020-05-01",100,"m","스포츠_레져","인터넷","2020","5"
"655","2020-05-01",73.53901,"f","식품","모바일","2020","5"
"656","2020-05-01",80.14797,"m","식품","인터넷","2020","5"
"657","2020-05-01",45.86452,"f","여가_생활편의","모바일","2020","5"
"658","2020-05-01",45.31644,"m","여가_생활편의","인터넷","2020","5"
"659","2020-05-01",91.95012,"f","출산_육아","모바일","2020","5"
"660","2020-05-01",88.61052,"f","출산_육아","인터넷","2020","5"
"661","2020-05-01",100,"f","패션잡화","모바일","2020","5"
"662","2020-05-01",100,"m","패션잡화","인터넷","2020","5"
"663","2020-05-01",88.74462,"f","화장품_미용","모바일","2020","5"
"664","2020-05-01",91.70205,"f","화장품_미용","인터넷","2020","5"
"665","2020-06-01",76.12237,"f","가구_인테리어","모바일","2020","6"
"666","2020-06-01",82.65147,"m","가구_인테리어","인터넷","2020","6"
"667","2020-06-01",80.53727,"f","디지털_가전","모바일","2020","6"
"668","2020-06-01",74.63802,"m","디지털_가전","인터넷","2020","6"
"669","2020-06-01",90.45003,"m","생활_건강","모바일","2020","6"
"670","2020-06-01",90.37078,"m","생활_건강","인터넷","2020","6"
"671","2020-06-01",92.14445,"m","스포츠_레져","모바일","2020","6"
"672","2020-06-01",96.49296,"m","스포츠_레져","인터넷","2020","6"
"673","2020-06-01",70.32573,"f","식품","모바일","2020","6"
"674","2020-06-01",80.28975,"m","식품","인터넷","2020","6"
"675","2020-06-01",56.68064,"f","여가_생활편의","모바일","2020","6"
"676","2020-06-01",65.24513,"m","여가_생활편의","인터넷","2020","6"
"677","2020-06-01",80.20353,"f","출산_육아","모바일","2020","6"
"678","2020-06-01",86.02187,"f","출산_육아","인터넷","2020","6"
"679","2020-06-01",96.3138,"f","패션잡화","모바일","2020","6"
"680","2020-06-01",91.23998,"m","패션잡화","인터넷","2020","6"
"681","2020-06-01",81.45749,"f","화장품_미용","모바일","2020","6"
"682","2020-06-01",91.31651,"f","화장품_미용","인터넷","2020","6"
"683","2020-07-01",71.6059,"f","가구_인테리어","모바일","2020","7"
"684","2020-07-01",78.24189,"m","가구_인테리어","인터넷","2020","7"
"685","2020-07-01",73.183,"f","디지털_가전","모바일","2020","7"
"686","2020-07-01",71.74425,"m","디지털_가전","인터넷","2020","7"
"687","2020-07-01",88.15631,"m","생활_건강","모바일","2020","7"
"688","2020-07-01",89.04316,"m","생활_건강","인터넷","2020","7"
"689","2020-07-01",89.31806,"m","스포츠_레져","모바일","2020","7"
"690","2020-07-01",92.36232,"m","스포츠_레져","인터넷","2020","7"
"691","2020-07-01",71.44202,"f","식품","모바일","2020","7"
"692","2020-07-01",79.76406,"m","식품","인터넷","2020","7"
"693","2020-07-01",100,"f","여가_생활편의","모바일","2020","7"
"694","2020-07-01",100,"m","여가_생활편의","인터넷","2020","7"
"695","2020-07-01",68.17965,"f","출산_육아","모바일","2020","7"
"696","2020-07-01",72.94042,"f","출산_육아","인터넷","2020","7"
"697","2020-07-01",88.38956,"f","패션잡화","모바일","2020","7"
"698","2020-07-01",84.4524,"m","패션잡화","인터넷","2020","7"
"699","2020-07-01",80.95578,"f","화장품_미용","모바일","2020","7"
"700","2020-07-01",92.41884,"f","화장품_미용","인터넷","2020","7"
"701","2020-08-01",78.82446,"f","가구_인테리어","모바일","2020","8"
"702","2020-08-01",76.22863,"m","가구_인테리어","인터넷","2020","8"
"703","2020-08-01",87.15313,"f","디지털_가전","모바일","2020","8"
"704","2020-08-01",74.43943,"m","디지털_가전","인터넷","2020","8"
"705","2020-08-01",83.59084,"m","생활_건강","모바일","2020","8"
"706","2020-08-01",78.45805,"m","생활_건강","인터넷","2020","8"
"707","2020-08-01",76.05669,"m","스포츠_레져","모바일","2020","8"
"708","2020-08-01",74.07664,"m","스포츠_레져","인터넷","2020","8"
"709","2020-08-01",76.73178,"f","식품","모바일","2020","8"
"710","2020-08-01",76.86702,"m","식품","인터넷","2020","8"
"711","2020-08-01",88.57404,"f","여가_생활편의","모바일","2020","8"
"712","2020-08-01",72.23196,"m","여가_생활편의","인터넷","2020","8"
"713","2020-08-01",62.54542,"f","출산_육아","모바일","2020","8"
"714","2020-08-01",60.33455,"f","출산_육아","인터넷","2020","8"
"715","2020-08-01",77.71867,"f","패션잡화","모바일","2020","8"
"716","2020-08-01",73.88664,"m","패션잡화","인터넷","2020","8"
"717","2020-08-01",83.11332,"f","화장품_미용","모바일","2020","8"
"718","2020-08-01",84.17395,"f","화장품_미용","인터넷","2020","8"
"719","2020-09-01",86.04547,"f","가구_인테리어","모바일","2020","9"
"720","2020-09-01",83.83762,"m","가구_인테리어","인터넷","2020","9"
"721","2020-09-01",78.4972,"f","디지털_가전","모바일","2020","9"
"722","2020-09-01",75.46953,"m","디지털_가전","인터넷","2020","9"
"723","2020-09-01",87.73376,"m","생활_건강","모바일","2020","9"
"724","2020-09-01",85.949,"m","생활_건강","인터넷","2020","9"
"725","2020-09-01",83.93865,"m","스포츠_레져","모바일","2020","9"
"726","2020-09-01",84.94379,"m","스포츠_레져","인터넷","2020","9"
"727","2020-09-01",93.91819,"f","식품","모바일","2020","9"
"728","2020-09-01",96.04416,"m","식품","인터넷","2020","9"
"729","2020-09-01",37.73316,"f","여가_생활편의","모바일","2020","9"
"730","2020-09-01",37.16626,"m","여가_생활편의","인터넷","2020","9"
"731","2020-09-01",75.2079,"f","출산_육아","모바일","2020","9"
"732","2020-09-01",76.88243,"f","출산_육아","인터넷","2020","9"
"733","2020-09-01",73.44065,"f","패션잡화","모바일","2020","9"
"734","2020-09-01",70.50734,"m","패션잡화","인터넷","2020","9"
"735","2020-09-01",80.12303,"f","화장품_미용","모바일","2020","9"
"736","2020-09-01",88.89633,"f","화장품_미용","인터넷","2020","9"
"737","2020-10-01",81.63673,"f","가구_인테리어","모바일","2020","10"
"738","2020-10-01",82.41376,"m","가구_인테리어","인터넷","2020","10"
"739","2020-10-01",79.02258,"f","디지털_가전","모바일","2020","10"
"740","2020-10-01",71.85811,"m","디지털_가전","인터넷","2020","10"
"741","2020-10-01",94.32482,"m","생활_건강","모바일","2020","10"
"742","2020-10-01",89.40492,"m","생활_건강","인터넷","2020","10"
"743","2020-10-01",100,"m","스포츠_레져","모바일","2020","10"
"744","2020-10-01",94.66179,"m","스포츠_레져","인터넷","2020","10"
"745","2020-10-01",78.13639,"f","식품","모바일","2020","10"
"746","2020-10-01",81.59296,"m","식품","인터넷","2020","10"
"747","2020-10-01",58.84147,"f","여가_생활편의","모바일","2020","10"
"748","2020-10-01",48.25457,"m","여가_생활편의","인터넷","2020","10"
"749","2020-10-01",90.72292,"f","출산_육아","모바일","2020","10"
"750","2020-10-01",84.2885,"f","출산_육아","인터넷","2020","10"
"751","2020-10-01",82.93546,"f","패션잡화","모바일","2020","10"
"752","2020-10-01",72.86336,"m","패션잡화","인터넷","2020","10"
"753","2020-10-01",84.09102,"f","화장품_미용","모바일","2020","10"
"754","2020-10-01",85.89335,"f","화장품_미용","인터넷","2020","10"
"755","2020-11-01",78.54674,"f","가구_인테리어","모바일","2020","11"
"756","2020-11-01",85.99365,"m","가구_인테리어","인터넷","2020","11"
"757","2020-11-01",80.68442,"f","디지털_가전","모바일","2020","11"
"758","2020-11-01",76.19564,"m","디지털_가전","인터넷","2020","11"
"759","2020-11-01",90.72171,"m","생활_건강","모바일","2020","11"
"760","2020-11-01",92.67129,"m","생활_건강","인터넷","2020","11"
"761","2020-11-01",83.84302,"m","스포츠_레져","모바일","2020","11"
"762","2020-11-01",85.4273,"m","스포츠_레져","인터넷","2020","11"
"763","2020-11-01",78.73236,"f","식품","모바일","2020","11"
"764","2020-11-01",86.96551,"m","식품","인터넷","2020","11"
"765","2020-11-01",54.20595,"f","여가_생활편의","모바일","2020","11"
"766","2020-11-01",48.38536,"m","여가_생활편의","인터넷","2020","11"
"767","2020-11-01",86.96326,"f","출산_육아","모바일","2020","11"
"768","2020-11-01",90.48501,"f","출산_육아","인터넷","2020","11"
"769","2020-11-01",86.9566,"f","패션잡화","모바일","2020","11"
"770","2020-11-01",82.34549,"m","패션잡화","인터넷","2020","11"
"771","2020-11-01",83.72246,"f","화장품_미용","모바일","2020","11"
"772","2020-11-01",95.68675,"f","화장품_미용","인터넷","2020","11"
"773","2020-12-01",100,"f","가구_인테리어","모바일","2020","12"
"774","2020-12-01",100,"m","가구_인테리어","인터넷","2020","12"
"775","2020-12-01",100,"f","디지털_가전","모바일","2020","12"
"776","2020-12-01",87.95196,"m","디지털_가전","인터넷","2020","12"
"777","2020-12-01",100,"m","생활_건강","모바일","2020","12"
"778","2020-12-01",100,"m","생활_건강","인터넷","2020","12"
"779","2020-12-01",77.35525,"m","스포츠_레져","모바일","2020","12"
"780","2020-12-01",79.06707,"m","스포츠_레져","인터넷","2020","12"
"781","2020-12-01",100,"f","식품","모바일","2020","12"
"782","2020-12-01",100,"m","식품","인터넷","2020","12"
"783","2020-12-01",31.01417,"f","여가_생활편의","모바일","2020","12"
"784","2020-12-01",35.24415,"m","여가_생활편의","인터넷","2020","12"
"785","2020-12-01",100,"f","출산_육아","모바일","2020","12"
"786","2020-12-01",100,"f","출산_육아","인터넷","2020","12"
"787","2020-12-01",91.0339,"f","패션잡화","모바일","2020","12"
"788","2020-12-01",89.20315,"m","패션잡화","인터넷","2020","12"
"789","2020-12-01",97.68934,"f","화장품_미용","모바일","2020","12"
"790","2020-12-01",100,"f","화장품_미용","인터넷","2020","12"
