"","년도","월","검색기기","카테고리명","기기별_검색추이"
"397","2019","01","모바일","패션잡화",66.87817
"398","2019","01","인터넷","패션잡화",7.842435
"399","2019","01","모바일","화장품_미용",79.7113
"400","2019","01","인터넷","화장품_미용",11.4206
"401","2019","02","모바일","가구_인테리어",56.154255
"402","2019","02","인터넷","가구_인테리어",10.909215
"403","2019","02","모바일","디지털_가전",60.156825
"404","2019","02","인터넷","디지털_가전",12.936525
"405","2019","02","모바일","생활_건강",47.15944
"406","2019","02","인터넷","생활_건강",7.36929
"407","2019","02","모바일","스포츠_레져",35.115815
"408","2019","02","인터넷","스포츠_레져",4.58056
"409","2019","02","모바일","식품",45.19704
"410","2019","02","인터넷","식품",6.764585
"411","2019","02","모바일","출산_육아",46.129135
"412","2019","02","인터넷","출산_육아",4.134415
"413","2019","02","모바일","패션잡화",67.2643
"414","2019","02","인터넷","패션잡화",7.372395
"415","2019","02","모바일","화장품_미용",74.036255
"416","2019","02","인터넷","화장품_미용",9.800195
"417","2019","03","모바일","가구_인테리어",58.27194
"418","2019","03","인터넷","가구_인테리어",12.48274
"419","2019","03","모바일","디지털_가전",66.86635
"420","2019","03","인터넷","디지털_가전",14.963395
"421","2019","03","모바일","생활_건강",64.025215
"422","2019","03","인터넷","생활_건강",10.798585
"423","2019","03","모바일","스포츠_레져",42.927015
"424","2019","03","인터넷","스포츠_레져",6.15679
"425","2019","03","모바일","식품",50.47852
"426","2019","03","인터넷","식품",8.769425
"427","2019","03","모바일","출산_육아",59.1689
"428","2019","03","인터넷","출산_육아",5.732085
"429","2019","03","모바일","패션잡화",70.779655
"430","2019","03","인터넷","패션잡화",8.657835
"431","2019","03","모바일","화장품_미용",76.147605
"432","2019","03","인터넷","화장품_미용",11.14085
"433","2019","04","모바일","가구_인테리어",48.631145
"434","2019","04","인터넷","가구_인테리어",10.879565
"435","2019","04","모바일","디지털_가전",52.9848
"436","2019","04","인터넷","디지털_가전",12.519105
"437","2019","04","모바일","생활_건강",48.96464
"438","2019","04","인터넷","생활_건강",8.994085
"439","2019","04","모바일","스포츠_레져",45.450145
"440","2019","04","인터넷","스포츠_레져",6.766755
"441","2019","04","모바일","식품",45.820885
"442","2019","04","인터넷","식품",9.12639
"443","2019","04","모바일","출산_육아",58.426815
"444","2019","04","인터넷","출산_육아",6.505515
"445","2019","04","모바일","패션잡화",66.108535
"446","2019","04","인터넷","패션잡화",8.50287
"447","2019","04","모바일","화장품_미용",69.331745
"448","2019","04","인터넷","화장품_미용",10.58958
"449","2019","05","모바일","가구_인테리어",51.803595
"450","2019","05","인터넷","가구_인테리어",10.72382
"451","2019","05","모바일","디지털_가전",57.988335
"452","2019","05","인터넷","디지털_가전",12.39265
"453","2019","05","모바일","생활_건강",59.73893
"454","2019","05","인터넷","생활_건강",10.53027
"455","2019","05","모바일","스포츠_레져",55.833235
"456","2019","05","인터넷","스포츠_레져",7.925245
"457","2019","05","모바일","식품",49.631675
"458","2019","05","인터넷","식품",8.71072
"459","2019","05","모바일","출산_육아",60.26865
"460","2019","05","인터넷","출산_육아",5.73453
"461","2019","05","모바일","패션잡화",76.42482
"462","2019","05","인터넷","패션잡화",9.439055
"463","2019","05","모바일","화장품_미용",77.13709
"464","2019","05","인터넷","화장품_미용",11.605135
"465","2019","06","모바일","가구_인테리어",54.901415
"466","2019","06","인터넷","가구_인테리어",10.60733
"467","2019","06","모바일","디지털_가전",59.748455
"468","2019","06","인터넷","디지털_가전",12.661775
"469","2019","06","모바일","생활_건강",64.131555
"470","2019","06","인터넷","생활_건강",9.93093
"471","2019","06","모바일","스포츠_레져",61.425215
"472","2019","06","인터넷","스포츠_레져",8.063975
"473","2019","06","모바일","식품",53.7294
"474","2019","06","인터넷","식품",8.373445
"475","2019","06","모바일","출산_육아",55.554
"476","2019","06","인터넷","출산_육아",5.248675
"477","2019","06","모바일","패션잡화",79.1684
"478","2019","06","인터넷","패션잡화",9.157495
"479","2019","06","모바일","화장품_미용",81.230795
"480","2019","06","인터넷","화장품_미용",11.254395
"481","2019","07","모바일","가구_인테리어",59.340965
"482","2019","07","인터넷","가구_인테리어",11.43532
"483","2019","07","모바일","디지털_가전",66.49014
"484","2019","07","인터넷","디지털_가전",13.456825
"485","2019","07","모바일","생활_건강",65.91707
"486","2019","07","인터넷","생활_건강",12.16086
"487","2019","07","모바일","스포츠_레져",73.36516
"488","2019","07","인터넷","스포츠_레져",9.265635
"489","2019","07","모바일","식품",54.35527
"490","2019","07","인터넷","식품",8.997505
"491","2019","07","모바일","출산_육아",59.70441
"492","2019","07","인터넷","출산_육아",5.86001
"493","2019","07","모바일","패션잡화",85.77648
"494","2019","07","인터넷","패션잡화",9.71208
"495","2019","07","모바일","화장품_미용",83.551015
"496","2019","07","인터넷","화장품_미용",12.153155
"497","2019","08","모바일","가구_인테리어",62.97294
"498","2019","08","인터넷","가구_인테리어",10.31539
"499","2019","08","모바일","디지털_가전",68.94858
"500","2019","08","인터넷","디지털_가전",12.470125
"501","2019","08","모바일","생활_건강",66.85219
"502","2019","08","인터넷","생활_건강",11.458295
"503","2019","08","모바일","스포츠_레져",69.31895
"504","2019","08","인터넷","스포츠_레져",7.777405
"505","2019","08","모바일","식품",57.137395
"506","2019","08","인터넷","식품",8.97233
"507","2019","08","모바일","출산_육아",59.384025
"508","2019","08","인터넷","출산_육아",4.97894
"509","2019","08","모바일","패션잡화",83.583455
"510","2019","08","인터넷","패션잡화",8.25279
"511","2019","08","모바일","화장품_미용",83.969065
"512","2019","08","인터넷","화장품_미용",11.21506
"513","2019","09","모바일","가구_인테리어",64.276135
"514","2019","09","인터넷","가구_인테리어",10.249525
"515","2019","09","모바일","디지털_가전",68.010885
"516","2019","09","인터넷","디지털_가전",11.90442
"517","2019","09","모바일","생활_건강",62.986
"518","2019","09","인터넷","생활_건강",11.269665
"519","2019","09","모바일","스포츠_레져",64.92314
"520","2019","09","인터넷","스포츠_레져",7.359725
"521","2019","09","모바일","식품",61.006365
"522","2019","09","인터넷","식품",8.80782
"523","2019","09","모바일","출산_육아",66.40672
"524","2019","09","인터넷","출산_육아",5.172465
"525","2019","09","모바일","패션잡화",86.24061
"526","2019","09","인터넷","패션잡화",8.18515
"527","2019","09","모바일","화장품_미용",80.39485
"528","2019","09","인터넷","화장품_미용",10.40447
"529","2019","10","모바일","가구_인테리어",68.216975
"530","2019","10","인터넷","가구_인테리어",11.54594
"531","2019","10","모바일","디지털_가전",67.524485
"532","2019","10","인터넷","디지털_가전",12.69285
"533","2019","10","모바일","생활_건강",65.12629
"534","2019","10","인터넷","생활_건강",11.903345
"535","2019","10","모바일","스포츠_레져",73.969945
"536","2019","10","인터넷","스포츠_레져",8.601155
"537","2019","10","모바일","식품",60.521515
"538","2019","10","인터넷","식품",9.157495
"539","2019","10","모바일","출산_육아",72.279035
"540","2019","10","인터넷","출산_육아",5.81054
"541","2019","10","모바일","패션잡화",84.47349
"542","2019","10","인터넷","패션잡화",8.51378
"543","2019","10","모바일","화장품_미용",85.123115
"544","2019","10","인터넷","화장품_미용",11.57323
"545","2019","11","모바일","가구_인테리어",67.653295
"546","2019","11","인터넷","가구_인테리어",11.496895
"547","2019","11","모바일","디지털_가전",70.01331
"548","2019","11","인터넷","디지털_가전",12.998315
"549","2019","11","모바일","생활_건강",63.913635
"550","2019","11","인터넷","생활_건강",11.346725
"551","2019","11","모바일","스포츠_레져",76.877075
"552","2019","11","인터넷","스포츠_레져",8.2675
"553","2019","11","모바일","식품",60.658055
"554","2019","11","인터넷","식품",9.12392
"555","2019","11","모바일","출산_육아",77.782675
"556","2019","11","인터넷","출산_육아",6.033275
"557","2019","11","모바일","패션잡화",84.26072
"558","2019","11","인터넷","패션잡화",8.663815
"559","2019","11","모바일","화장품_미용",86.39911
"560","2019","11","인터넷","화장품_미용",11.98113
"561","2019","12","모바일","가구_인테리어",67.639335
"562","2019","12","인터넷","가구_인테리어",11.014125
"563","2019","12","모바일","디지털_가전",68.815805
"564","2019","12","인터넷","디지털_가전",12.32337
"565","2019","12","모바일","생활_건강",64.853455
"566","2019","12","인터넷","생활_건강",10.67975
"567","2019","12","모바일","스포츠_레져",63.455495
"568","2019","12","인터넷","스포츠_레져",6.6644
"569","2019","12","모바일","식품",61.234895
"570","2019","12","인터넷","식품",8.74366
"571","2019","12","모바일","출산_육아",87.76678
"572","2019","12","인터넷","출산_육아",6.68615
"573","2019","12","모바일","패션잡화",87.218775
"574","2019","12","인터넷","패션잡화",8.340605
"575","2019","12","모바일","화장품_미용",91.22924
"576","2019","12","인터넷","화장품_미용",11.31429
"577","2020","01","모바일","가구_인테리어",64.906805
"578","2020","01","인터넷","가구_인테리어",10.188285
"579","2020","01","모바일","디지털_가전",70.190245
"580","2020","01","인터넷","디지털_가전",12.03064
"581","2020","01","모바일","생활_건강",61.719415
"582","2020","01","인터넷","생활_건강",10.03939
"583","2020","01","모바일","스포츠_레져",49.336105
"584","2020","01","인터넷","스포츠_레져",5.258335
"585","2020","01","모바일","식품",70.300245
"586","2020","01","인터넷","식품",9.446865
"587","2020","01","모바일","출산_육아",67.875065
"588","2020","01","인터넷","출산_육아",4.982615
"589","2020","01","모바일","패션잡화",84.208275
"590","2020","01","인터넷","패션잡화",7.377355
"591","2020","01","모바일","화장품_미용",96.33936
"592","2020","01","인터넷","화장품_미용",11.126985
"593","2020","02","모바일","가구_인테리어",74.476055
"594","2020","02","인터넷","가구_인테리어",11.62746
"595","2020","02","모바일","디지털_가전",75.57402
"596","2020","02","인터넷","디지털_가전",12.995745
"597","2020","02","모바일","생활_건강",62.563725
"598","2020","02","인터넷","생활_건강",9.64137
"599","2020","02","모바일","스포츠_레져",46.42699
"600","2020","02","인터넷","스포츠_레져",5.475045
"601","2020","02","모바일","식품",74.258365
"602","2020","02","인터넷","식품",9.95199
"603","2020","02","모바일","여가_생활편의",15.81748
"604","2020","02","인터넷","여가_생활편의",2.34386
"605","2020","02","모바일","출산_육아",77.427385
"606","2020","02","인터넷","출산_육아",6.12307
"607","2020","02","모바일","패션잡화",85.349185
"608","2020","02","인터넷","패션잡화",7.792895
"609","2020","02","모바일","화장품_미용",96.918975
"610","2020","02","인터넷","화장품_미용",11.950235
"611","2020","03","모바일","가구_인테리어",93.13033
"612","2020","03","인터넷","가구_인테리어",14.24321
"613","2020","03","모바일","디지털_가전",93.42718
"614","2020","03","인터넷","디지털_가전",15.810675
"615","2020","03","모바일","생활_건강",76.66669
"616","2020","03","인터넷","생활_건강",11.632185
"617","2020","03","모바일","스포츠_레져",61.27538
"618","2020","03","인터넷","스포츠_레져",7.28401
"619","2020","03","모바일","식품",92.541765
"620","2020","03","인터넷","식품",12.18989
"621","2020","03","모바일","여가_생활편의",40.96736
"622","2020","03","인터넷","여가_생활편의",5.86162
"623","2020","03","모바일","출산_육아",86.2887
"624","2020","03","인터넷","출산_육아",7.06194
"625","2020","03","모바일","패션잡화",90.143015
"626","2020","03","인터넷","패션잡화",8.58846
"627","2020","03","모바일","화장품_미용",100
"628","2020","03","인터넷","화장품_미용",12.73211
"629","2020","04","모바일","가구_인테리어",88.580295
"630","2020","04","인터넷","가구_인테리어",14.384965
"631","2020","04","모바일","디지털_가전",88.691675
"632","2020","04","인터넷","디지털_가전",15.73532
"633","2020","04","모바일","생활_건강",85.38782
"634","2020","04","인터넷","생활_건강",12.821745
"635","2020","04","모바일","스포츠_레져",78.54404
"636","2020","04","인터넷","스포츠_레져",9.579515
"637","2020","04","모바일","식품",83.874905
"638","2020","04","인터넷","식품",11.85717
"639","2020","04","모바일","여가_생활편의",50.43522
"640","2020","04","인터넷","여가_생활편의",8.61169
"641","2020","04","모바일","출산_육아",84.476325
"642","2020","04","인터넷","출산_육아",7.043575
"643","2020","04","모바일","패션잡화",88.063805
"644","2020","04","인터넷","패션잡화",9.198575
"645","2020","04","모바일","화장품_미용",90.861665
"646","2020","04","인터넷","화장품_미용",12.03052
"647","2020","05","모바일","가구_인테리어",86.83044
"648","2020","05","인터넷","가구_인테리어",13.98501
"649","2020","05","모바일","디지털_가전",87.05467
"650","2020","05","인터넷","디지털_가전",15.12511
"651","2020","05","모바일","생활_건강",95.29897
"652","2020","05","인터넷","생활_건강",13.49637
"653","2020","05","모바일","스포츠_레져",93.73254
"654","2020","05","인터넷","스포츠_레져",11.03
"655","2020","05","모바일","식품",75.908495
"656","2020","05","인터넷","식품",11.10932
"657","2020","05","모바일","여가_생활편의",54.93726
"658","2020","05","인터넷","여가_생활편의",8.64808
"659","2020","05","모바일","출산_육아",87.788125
"660","2020","05","인터넷","출산_육아",6.70572
"661","2020","05","모바일","패션잡화",100
"662","2020","05","인터넷","패션잡화",10.120485
"663","2020","05","모바일","화장품_미용",91.33951
"664","2020","05","인터넷","화장품_미용",12.091825
"665","2020","06","모바일","가구_인테리어",78.06183
"666","2020","06","인터넷","가구_인테리어",13.048155
"667","2020","06","모바일","디지털_가전",81.687775
"668","2020","06","인터넷","디지털_가전",14.546
"669","2020","06","모바일","생활_건강",95.093185
"670","2020","06","인터넷","생활_건강",13.188935
"671","2020","06","모바일","스포츠_레져",89.188225
"672","2020","06","인터넷","스포츠_레져",10.863235
"673","2020","06","모바일","식품",72.564765
"674","2020","06","인터넷","식품",11.250495
"675","2020","06","모바일","여가_생활편의",63.91644
"676","2020","06","인터넷","여가_생활편의",12.45122
"677","2020","06","모바일","출산_육아",73.96868
"678","2020","06","인터넷","출산_육아",6.22343
"679","2020","06","모바일","패션잡화",94.7674
"680","2020","06","인터넷","패션잡화",9.480675
"681","2020","06","모바일","화장품_미용",84.45329
"682","2020","06","인터넷","화장품_미용",11.71494
"683","2020","07","모바일","가구_인테리어",73.548315
"684","2020","07","인터넷","가구_인테리어",12.30701
"685","2020","07","모바일","디지털_가전",74.758335
"686","2020","07","인터넷","디지털_가전",13.98219
"687","2020","07","모바일","생활_건강",91.250275
"688","2020","07","인터넷","생활_건강",12.7128
"689","2020","07","모바일","스포츠_레져",88.61726
"690","2020","07","인터넷","스포츠_레져",10.553465
"691","2020","07","모바일","식품",73.601155
"692","2020","07","인터넷","식품",11.2305
"693","2020","07","모바일","여가_생활편의",100
"694","2020","07","인터넷","여가_생활편의",19.08375
"695","2020","07","모바일","출산_육아",65.189595
"696","2020","07","인터넷","출산_육아",5.65126
"697","2020","07","모바일","패션잡화",87.650195
"698","2020","07","인터넷","패션잡화",8.67274
"699","2020","07","모바일","화장품_미용",82.11697
"700","2020","07","인터넷","화장품_미용",11.21723
"701","2020","08","모바일","가구_인테리어",79.714805
"702","2020","08","인터넷","가구_인테리어",11.955485
"703","2020","08","모바일","디지털_가전",88.399615
"704","2020","08","인터넷","디지털_가전",14.222485
"705","2020","08","모바일","생활_건강",86.057865
"706","2020","08","인터넷","생활_건강",11.063875
"707","2020","08","모바일","스포츠_레져",74.845965
"708","2020","08","인터넷","스포츠_레져",8.296735
"709","2020","08","모바일","식품",77.00044
"710","2020","08","인터넷","식품",10.715815
"711","2020","08","모바일","여가_생활편의",94.27806
"712","2020","08","인터넷","여가_생활편의",13.78457
"713","2020","08","모바일","출산_육아",62.66342
"714","2020","08","인터넷","출산_육아",5.000925
"715","2020","08","모바일","패션잡화",79.06786
"716","2020","08","인터넷","패션잡화",7.425565
"717","2020","08","모바일","화장품_미용",82.404685
"718","2020","08","인터넷","화장품_미용",10.472155
"719","2020","09","모바일","가구_인테리어",85.190915
"720","2020","09","인터넷","가구_인테리어",13.33667
"721","2020","09","모바일","디지털_가전",80.17995
"722","2020","09","인터넷","디지털_가전",14.542585
"723","2020","09","모바일","생활_건강",88.37558
"724","2020","09","인터넷","생활_건강",12.206685
"725","2020","09","모바일","스포츠_레져",78.11619
"726","2020","09","인터넷","스포츠_레져",9.38078
"727","2020","09","모바일","식품",93.947575
"728","2020","09","인터넷","식품",13.627395
"729","2020","09","모바일","여가_생활편의",45.88056
"730","2020","09","인터넷","여가_생활편의",7.09272
"731","2020","09","모바일","출산_육아",70.26284
"732","2020","09","인터넷","출산_육아",5.68579
"733","2020","09","모바일","패션잡화",73.1909
"734","2020","09","인터넷","패션잡화",7.23419
"735","2020","09","모바일","화장품_미용",79.080205
"736","2020","09","인터넷","화장품_미용",10.705085
"737","2020","10","모바일","가구_인테리어",83.65913
"738","2020","10","인터넷","가구_인테리어",12.936655
"739","2020","10","모바일","디지털_가전",80.533725
"740","2020","10","인터넷","디지털_가전",13.81698
"741","2020","10","모바일","생활_건강",93.725415
"742","2020","10","인터넷","생활_건강",12.515455
"743","2020","10","모바일","스포츠_레져",100
"744","2020","10","인터넷","스포츠_레져",10.70751
"745","2020","10","모바일","식품",80.30752
"746","2020","10","인터넷","식품",11.357655
"747","2020","10","모바일","여가_생활편의",64.93771
"748","2020","10","인터넷","여가_생활편의",9.20878
"749","2020","10","모바일","출산_육아",82.25514
"750","2020","10","인터넷","출산_육아",5.792835
"751","2020","10","모바일","패션잡화",80.645715
"752","2020","10","인터넷","패션잡화",7.570395
"753","2020","10","모바일","화장품_미용",84.47285
"754","2020","10","인터넷","화장품_미용",11.151655
"755","2020","11","모바일","가구_인테리어",80.655125
"756","2020","11","인터넷","가구_인테리어",13.604245
"757","2020","11","모바일","디지털_가전",82.307435
"758","2020","11","인터넷","디지털_가전",14.807245
"759","2020","11","모바일","생활_건강",90.35493
"760","2020","11","인터넷","생활_건강",13.099325
"761","2020","11","모바일","스포츠_레져",88.036555
"762","2020","11","인터넷","스포츠_레져",9.866435
"763","2020","11","모바일","식품",80.81149
"764","2020","11","인터넷","식품",12.158355
"765","2020","11","모바일","여가_생활편의",59.59431
"766","2020","11","인터넷","여가_생활편의",9.23374
"767","2020","11","모바일","출산_육아",79.06206
"768","2020","11","인터넷","출산_육아",6.229825
"769","2020","11","모바일","패션잡화",83.918895
"770","2020","11","인터넷","패션잡화",8.645905
"771","2020","11","모바일","화장품_미용",85.2494
"772","2020","11","인터넷","화장품_미용",12.19589
"773","2020","12","모바일","가구_인테리어",100
"774","2020","12","인터넷","가구_인테리어",15.81838
"775","2020","12","모바일","디지털_가전",100
"776","2020","12","인터넷","디지털_가전",16.95636
"777","2020","12","모바일","생활_건강",100
"778","2020","12","인터넷","생활_건강",14.03417
"779","2020","12","모바일","스포츠_레져",78.850545
"780","2020","12","인터넷","스포츠_레져",9.06822
"781","2020","12","모바일","식품",100
"782","2020","12","인터넷","식품",13.915695
"783","2020","12","모바일","여가_생활편의",43.31957
"784","2020","12","인터넷","여가_생활편의",6.7259
"785","2020","12","모바일","출산_육아",100
"786","2020","12","인터넷","출산_육아",8.12204
"787","2020","12","모바일","패션잡화",90.730585
"788","2020","12","인터넷","패션잡화",9.254325
"789","2020","12","모바일","화장품_미용",98.30292
"790","2020","12","인터넷","화장품_미용",13.092055
